1364243689799876608	 Are you looking for ways to simplify and automate clinical operations processes to get medicine to patients faster? Hear how @AstraZeneca did it in this on-demand webinar.  https://t.co/dOl8GKaD6R  https://t.co/tnYsN3zLBJ
1363851097115353090	 Reducing the number of systems and integrations allows users to focus on their work, track key metrics, and analyze data in one place. Learn more about the benefits of unified, purpose-built #studystartup technology:  https://t.co/J32XmLihKk
1362831830467158017	 How can companies drive #CommercialExcellence in today’s digital environment? Veeva's VP of Business Consulting Dan Rizzo on 3 strategies reps can use to better meet the needs of their customers:   https://t.co/9GXzV8m9iE
1362779017313734656	 Want a global perspective of #customerdata trends in #lifesciences? Watch this video blog for a comparison of data survey findings across North America and Europe:  https://t.co/fz1Rum3Cdp #pharma
1362765134909886466	 Shionogi Europe's approach to implement Veeva Nitro allowed them to scale quickly and gain user adoption across regions. Dan Atkins explains how in this video:  https://t.co/VqQ5onB2aA  #dataanalytics #pharma
1362673328956338202	 Learn how effective collaboration can impact TMF quality and inspection readiness:  https://t.co/vl65TheCRE  https://t.co/6YAM9UpVlz
1362537443250098185	 Recent survey findings show that a unified clinical landscape is essential for improving trial quality and speed. Hear @AstraZeneca's approach and learnings from their journey to unifying clinical operations.  https://t.co/dOl8GKaD6R  https://t.co/cB92dYg3Bf
1362507213529640960	 Do you have visibility to #studystartup activities across countries and sites? Read our latest blog to learn how you can leverage modern technology to optimize study start-up processes.  https://t.co/J32XmLihKk
1362492122809716736	 25%-30% of total #clinicaltrial costs are attributed to #sitemonitoring, however, this can be streamlined with a risk-based approach. Read more in our latest blog:  https://t.co/OEu3fTNrgl  https://t.co/agvfxcwfLd
1362484597540352001	 86% of life sciences companies are creating more content now compared to six months ago. Speed up MLR and content creation with a modular approach. Read this guide to learn more:  https://t.co/5H7Skl7rjz    #pharmaceuticals #lifesciences #contentmarketing  https://t.co/hOGSCvCdXl
1362465664108224516	 Looking for ways to maximize HCP engagement this year? Veeva’s VP of Commercial Strategy Rob Steere shares 5 tips to improve rep productivity and customer experience:  https://t.co/9tk2wAIUBj #DigitalEngagement
1362465663802040322	 “Pandemic or no pandemic, remote engagement is here to stay.” Veeva’s EVP of Strategy Paul Shawah looks back on 2020 and how digital will create new levels of efficiency in the future.  https://t.co/6fnOYqXXEN #DigitalEngagement
1362159965864099843	 With an increase in #clinicaltrial complexity, effective collaboration between sponsors, CROs, and sites is crucial to speed trials:  https://t.co/vl65TheCRE  https://t.co/3kTlTXI6xl
1362089938263638019	 Watch Veeva's Jim Reilly discuss how trials will be fundamentally different in 2021 on #ACRPtv.  https://t.co/kOkEorFpGO via @ACRPDC
1361827730875113472	 Impel NeuroPharma partners with Veeva to ensure an efficient, compliant, and digital-first approach to commercialization.  https://t.co/iSBMox0EEL #VeevaCommercialCloud
1361789708750225412	 Emails between sales reps and HCPs increased by 600% last year. To support #digitaltransformation, you need accurate customer data. Learn how in this eBook:  https://t.co/SWvis7VWWW   #VeevaOpenData #pharma  https://t.co/DOfvF3JfUJ
1361782430919712773	 We expect to see the adoption of digital applications breakdown silos between #sponsors, #CROs, #sites, and #patients to improve #clinicaltrials. Take a look at our other predictions for 2021 here:  https://t.co/LZtidcDK3e
1361767343748247555	 Making decisions that are in line with employees and customers will help corporations have a greater impact in their industry. EVP of Strategy Paul Shawah on why Veeva made the move to become a #PublicBenefitCorporation.  https://t.co/F8gQB3iRaE
1361740901643599874	 Veeva becoming a #PublicBenefitCorporation makes it the legal duty of our board to balance the interests of all stakeholders for every important company decision and to pursue our public benefit purpose. Learn more in @OutsourcPharma.  https://t.co/23cOJRqEsY
1361677470022459396	 CRAs can now complete monitoring visit reports offline and automatically sync them back to Vault CTMS. Attend this short webinar to learn more:  https://t.co/jsCOZjFWwO  https://t.co/gMiajgD9Z3
1361476140054024192	 Learn how you can build a culture of collaboration and improve inspection readiness in this blog:  https://t.co/4sZOt2i4Mz  https://t.co/N5rxySyiVN
1361344776860221449	 Maintain and reuse institution, vendor, and investigator information across #eTMF, #CTMS, and #studystartup with the Vault Clinical Operations Global Directory. See how  https://t.co/W8nMTdf4Hf
1360353742709788674	 Veeva becoming a #PublicBenefitCorporation makes it the legal duty of our board to balance the interests of stakeholders for every important company decision and pursue our public benefit purpose. Learn more about what becoming a PBC in @OutsourcPharma.  https://t.co/SsAEFbFWuT
1360265181188804617	 As the industry adopts more digital workflows and applications, we believe we will see more life-changing medicines delivered to patients. Learn more about accelerated drug development and other industry trends here:  https://t.co/LZtidcDK3e
1360242563110813700	 Large corporations can’t just focus on shareholder returns anymore, but also understand their impact to society. Read #CEO Peter Gassner’s article to learn more about the #PublicBenefitCorporation structure.  https://t.co/XMURPi0Ml4  #ESG  https://t.co/SB7HweDhOz
1360204519037165570	 @AstraZeneca set out to eliminate using spreadsheets and emails to track and share data. Watch this on-demand session to hear how their operational process improvements also transformed the end-user experience for their staff.  https://t.co/dOl8GKaD6R  https://t.co/wqeKuEFTO6
1359985618781093888	 5 steps to drive collaboration across your TMF and improve inspection readiness. Learn more:  https://t.co/4sZOt2i4Mz #clinicaltrials  https://t.co/Zei2tkfLJh
1359955425622429699	 Learn how the Vault Clinical Operations Global Directory enables document reuse across studies, making teams more efficient. Watch now:  https://t.co/W8nMTdf4Hf
1359879932982284288	 CEO Peter Gassner believes large companies also have a duty to serve society, not just shareholders. Read his opinion on #CSR &amp; #PublicBenefitCorporation to learn more.  https://t.co/XMURPi0Ml4  https://t.co/xRCxn2zeMR
1359864879616786432	 As the #clinicaltrial pipeline becomes more complex, collaboration is key to managing your TMF. Learn more:  https://t.co/vl65TheCRE  https://t.co/4RMWelnHJ8
1359638309023195141	 The need for corporate responsibility has never been more clear. Read #CEO Peter Gassner’s article to learn why we need to move to a form of capitalism where corporations aren’t only about the money.  https://t.co/XMURPi0Ml4 #PublicBenefitCorporation  https://t.co/7Yq9TPvJdF
1359615381556645889	 In response to #COVID19, we saw the #lifesciences industry swiftly adopt digital clinical applications to speed drug development. See the operating models experts predict will emerge throughout 2021.  https://t.co/LZtidcDK3e
1359593011773112321	 @AstraZeneca recently joined us for a fireside chat to discuss their change management techniques to effectively deploy Vault CTMS. Listen on-demand to hear about the operational process improvements they saw after unifying their clinical operations suite.  https://t.co/dOl8GKaD6R  https://t.co/hBuvC9m8h0
1359562836008198144	 Excel trackers aren’t efficient for managing study start-up milestones. Select purpose-built study start-up technology to simplify the end-user and IT experience. Learn more  https://t.co/J32XmLihKk
1359528819175079943	 Hear how @SanofiUS evolved its omnichannel strategy to meet the needs of HCPs.  https://t.co/Wtyc2QDzmG #pharma #VeevaMultichannelCRM  https://t.co/XhRCfjFuar
1359517575043051520	 CEO Peter Gassner is passionate that corporations need to serve society, not just shareholders. Read more to learn about the #PublicBenefitCorporation structure.  https://t.co/XMURPi0Ml4 #ESG  https://t.co/Mcpjs1Ma21
1359506165814747139	 Learn how to simplify trip reports in less than 30 minutes. Join us, along with @onthemovesoftware, to see how you can shorten the amount of time needed for visit write-ups.  https://t.co/jsCOZjFWwO  https://t.co/ZYVh01L1A4
1359140027087912965	 How can we make #CRAs more efficient in the post-COVID era? @LaurenGarson shares how implementing a risk-based monitoring strategy can help.  https://t.co/OEu3fTNrgl  https://t.co/U4d5D0ONLz
1358860992395046914	 Poor quality data costs the US economy an average of $3.1T every year. Creating a #datadriven culture requires accurate and comprehensive #customerdata. Learn four best practices for becoming a data-led company:  https://t.co/rg1im7Ared  #lifesciences  https://t.co/UzV8rURwIP
1358854117188378629	 CEO Peter Gassner discusses how Veeva is helping the industry improve efficiency and speed in the time of #COVID19 and why doing good for customers and employees is good for business on @CNBC.  https://t.co/ZmPoLabDQh #PublicBenefitCorporation  https://t.co/V7ibh5i205
1358792797386649601	 Achieve faster #clinicaltrials and maintain inspection readiness with effective TMF collaboration.  https://t.co/5QAlpfirJW  https://t.co/Nqim13Ovsc
1357887240115023873	 Are you looking for ways to make monitoring easier and more efficient for your #CRAs? Attend this 30-minute webinar to learn how CRAs can fill out trip reports offline. Register now:  https://t.co/jsCOZjFWwO  https://t.co/CwS4J8FjVk
1357806211006136320	 As a #PublicBenefitCorporation, Veeva’s legal charter will align with its customers’ long-term mission to advance human health and wellbeing, and create high-quality employment opportunities in the communities it serves.  https://t.co/IgCkZeThMz #StakeholderCapitalism #NowHiring  https://t.co/jpdAe6eXKe
1357758144227721218	 Emails between sales reps and HCPs increased by 600% last year. To support #digitaltransformation, you need accurate customer data. Learn how in this eBook:  https://t.co/SWvis7VWWW   #VeevaOpenData #pharma  https://t.co/66kzDm0sYU
1357751139211558922	 72% of #clinicaltrials will be outsourced by the end of 2021. Find out why collaboration is key to TMF quality in this blog:  https://t.co/5QAlpfirJW  https://t.co/0ueBlM9cCx
1357727691525550091	 What new #clinicaloperations innovations you predict to see in 2021? Veeva experts expect to see a continuation of digital adoption and collaboration. See more here:  https://t.co/LZtidcDK3e
1357679122894454784	 We’re making #Boston our new #engineering hub for clinical trials software. Join a mission-driven company focused on the #lifesciences industry, employee success, and the community.  https://t.co/oZEeccAkdP via @BostonGlobe #NowHiring  https://t.co/l73ixsaURO
1357408589174964225	 Need to create commercial content faster while remaining compliant? Find out why modular content is a trend to look out for in Veeva's list of 2021 predictions:  https://t.co/frugy3h7SF
1357388497578053633	 Accurate #customerdata is critical for accelerating #digitaltransformation. Read this blog to learn how it can support your shift to digital. #hcpdata #lifesciences   https://t.co/57gzNq3LnU
1357378893506883586	 It is time to shift from paper and manual to digital and automated in #clinicaltrials. Learn why on #ACRPtv.  https://t.co/YDCrYBcopR via @ACRPDC #lifesciences
1357082946012872704	 Custom functions place a huge burden on data management teams and introduce risk when copying from one study to another. Veeva's Dan Crawford explains how Vault EDC reduces custom functions by 90%:  https://t.co/v9PBPAQ6r1  https://t.co/sPP9VJ0rr2
1357062811260715011	 What does the future hold for the #lifesciences industry this year? See Jim Reilly, VP, Vault R&amp;D, predictions here:  https://t.co/LZtidcDK3e
1357044944096092166	 Is your customer reference data accurate, comprehensive, and proactively updated? Assess your data provider’s solution with this checklist. #customerdata #pharma   https://t.co/EcspAqpcWY
1357011018044628994	 Complete customer data and responsive data stewards are key to effective HCP engagement. See more findings from the 2020 NA Customer Reference Data Survey.  Get the infographic &amp; report here:  https://t.co/EjNJsefAaa  #pharma #lifesciences  https://t.co/LV4iU1DWm5
1356652609277468672	 Sponsors, CROs, and sites are entering an era in which clinical development will be much more connected, digital, and streamlined, via @ACRPDC   https://t.co/Rw5NLQ9uwU
1356335897285963777	 Veeva will add 200 software engineers in the next 18 months in #Boston. Join a team focused on driving innovation and speed for clinical trials. Learn more in @BostonGlobe:  https://t.co/oZEeccAkdP   #NowHiring #SoftwareEngineering  https://t.co/5T0xZyVBWf
1356307083461844998	 As a #PublicBenefitCorporation, Veeva is aligning with the industry’s mission so customers have confidence to partner with us for the long-term. In doing so, we are helping customers be more productive to bring medicines to patients faster.  https://t.co/SsAEFbFWuT
1355246594778607628	 As a #PublicBenefitCorporation, Veeva remains focused on helping the industry be more effective and efficient.  https://t.co/StiuZJh4ts via @PM360online  https://t.co/igW5SHRGvO
1355204565537333248	 As a #PublicBenefitCorporation, Veeva is aligning with the industry’s mission so customers have confidence to partner with us for the long-term. In doing so, we are helping customers be more productive to bring medicines to patients faster.  https://t.co/SsAEFbFWuT
1354905845826543620	 A #ModularContent strategy drives value across your organization and supports faster and scalable commercial content creation. Learn how:  https://t.co/w9a76hVRaz #pharma #lifesciences #digitalcontent
1354882449394827264	 Streamline case processing and management with a unified #pharmacovigilance solution.  https://t.co/Kv9U5k4myY  https://t.co/PLKQfFDMjx
1354835137427595272	 Learn why @parkerici adopted a new #EDC and their strategies to handle challenges #oncology teams face when building studies  https://t.co/IrlnCpJVoH  https://t.co/5b5nEcD9QG
1354600082407108614	 Need to create commercial content faster while remaining compliant? Find out why modular content is a trend to look out for in Veeva's list of 2021 predictions:  https://t.co/frugy3h7SF
1354543716116131843	 See how the Vault Clinical Operations Suite global directory and investigator database eliminates Excel trackers and enables document reuse, driving trial efficiencies.  https://t.co/jftOL6o6Wi  https://t.co/B6bDPnFLfs
1354503959340318725	 $15M is the average annual cost of bad data. Learn how to respond proactively by setting the right foundations for a data-driven culture. Get the eBook:  https://t.co/SWvis7VWWW   #VeevaOpenData #pharma  https://t.co/5l7Sqvroy0
1354464944872448002	 Almost all sponsors and CROs report a need to unify their clinical applications, and most respondents (83%) now have initiatives planned or underway. Read the report to understand the industry’s drivers behind this change:  https://t.co/QLCB9dYaUI  https://t.co/ZVcV4ZqFjL
1354198181026947073	 As digital channels are accelerating, discover how Roche, Merck KGaA, and LEO Pharma are using combined MLR and DAM to deliver more personalized and impactful content, faster than ever. Read the blog now.  https://t.co/Wp0ofvekvI
1354165214422458371	 Veeva's VP of Vault R&amp;D Jim Reilly joins #ACRPtv to discuss why it is critically important to improve information sharing in clinical trials. Watch the full episode here.  https://t.co/kOkEorFpGO via @ACRPDC #clinicaltrials
1354143415622115328	 Veeva SVP and general counsel Josh Faddis speaks with Christopher Marquis on the #PublicBenefitCorporation conversion process and the significance of Veeva’s move on the #lifesciences industry.  https://t.co/rrwh88hT2D via @bcorpuscan  https://t.co/2oCwXacs1H
1354143327902437376	 Veeva SVP and general counsel Josh Faddis speaks with @CMarquisCornell on the #PublicBenefitCorporation conversion process and significance of Veeva’s move on the #lifesciences industry.  https://t.co/rrwh88hT2D via @bcorpuscan
1354137515243016193	 It's been over a year since the first U.S. #COVID-19 diagnosis. See how the virus has impacted health and media behaviors in 2020 in our latest infographic.  https://t.co/eIYrLVILBN  #pharmamarketing #biopharma #healthcaremarketing  https://t.co/eCLAXX9Kr2
1354127011111968773	 Take control of your data. Get ahead of the competition by accelerating your #digitaltransformation journey. Learn how:  https://t.co/qGmF7nJ35l   #VeevaOpenData #pharma  https://t.co/f12cXdiQIm
1354081848780009472	" ""If your digital #DTC campaign is driving patients to request a brand and #HCPs don’t have the background information to conduct a dialogue about the treatment, the effectiveness of the DTC campaign can be undermined"" - Sarah Caldwell in @PM360online.  https://t.co/SDUQbvzeh9  https://t.co/ePQ56SfLvj"
1354045176155668481	 A #ModularContent strategy drives value across your organization and supports faster and scalable commercial content creation. Learn how:  https://t.co/w9a76hVRaz #pharma #lifesciences #digitalcontent
1353795031690260480	 Veeva EVP of strategy Paul Shawah to @PM360online: “We’ve always operated with the industry’s best interest at heart…we wanted to align how we were operating with our official articles of incorporation.” Read about our transition to a PBC:  https://t.co/StiuZJh4ts
1353749549425295372	" ""More than 48% of sponsors are using purpose-built CTMS to manage governance and oversight. Are you ensuring proper oversight of your outsourced #clinicaltrials?  https://t.co/xq0gkL8TwL  https://t.co/0tLPKyZBlq"
1352711637673848834	 Sponsors, CROs, and sites are entering an era in which clinical development will be much more connected, digital, and streamlined, via @ACRPDC   https://t.co/Rw5NLQ9uwU
1352673899549491201	 Custom functions place a huge burden on data management teams and introduce risk when copying from one study to another. Veeva's Dan Crawford explains how Vault EDC reduces custom functions by 90%:  https://t.co/v9PBPAQ6r1  https://t.co/pRxyrVjtK9
1352312759397085185	 Learn why PICI adopted a new #EDC and their strategies to handle challenges #oncology teams face when building studies  https://t.co/IrlnCpJVoH
1352284074531057669	 $15M is the average annual cost of bad data. Learn how to respond proactively by setting the right foundations for a data-driven culture. Get the eBook:  https://t.co/SWvis7VWWW   #VeevaOpenData #pharma  https://t.co/yIcvFMDqyH
1351953396790648832	 Eliminate silos and drive end-to-end #safety processes with a unified #pharmacovigilance solution. Learn how:   https://t.co/Kv9U5k4myY  https://t.co/90aAQEHQMu
1351868832411955200	 How did Novo Nordisk operationalize their content strategy? Find out how they partner with Veeva to bring their content vision to life and map out their strategic direction. Watch the video now  https://t.co/SLLkk5GpFa #pharma #ContentStrategy #DigitalContent
1351643351863484421	 We are dedicated to the #lifesciences industry’s mission of advancing human health and wellbeing. As a #PublicBenefitCorporation, Veeva is doubling-down on that commitment.  https://t.co/7vODXGEZHR #CustomerSuccess  https://t.co/xOb8lxVQvR
1351624977783664643	 Custom functions place a huge burden on data management teams and introduce risk when copying from one study to another. Veeva's Dan Crawford explains how Vault EDC reduces custom functions by 90%:  https://t.co/v9PBPAQ6r1
1351599311008706568	 See how the Vault Clinical Operations Suite global directory and investigator database eliminates Excel trackers and enables document reuse, driving trial efficiencies.  https://t.co/jftOL6o6Wi  https://t.co/9b45d0rfxS
1351552511476436992	 New inbound engagement channels will change the way HCPs interact with #lifesciences companies this year. Learn more about 2-way engagement and other 2021 trends here:  https://t.co/7loZGPKaSA  https://t.co/xCROdhHqXJ
1351455614938046466	 Learn how you can move from a fragmented to a unified #pv solution to improve oversight and reduce risk of adverse events.  https://t.co/8eCIdFlT4R  https://t.co/00H9A5Mr4Z
1351303376580059146	 How does #pharma optimize their investment in #biotechnology, data, and content to ensure new drug launch success? Join us on Jan 21 to get the answers. #lifesciences  https://t.co/1fYKsYmPfJ  https://t.co/w1W1ULrH0X
1351283229244977155	 As the first and largest-ever public company to convert to a #PublicBenefitCorporation, we will focus on driving success for customers, employees, and shareholders over the long-term.  https://t.co/7vODXGEZHR  https://t.co/oiazn1WFLH
1351273179134750724	 Join this webinar to develop best practices and checklists that can be applied across any size organization to ensure efficient clinical trials.  https://t.co/jJhOWhOPoF #ClinicalTrials #ClinicalResearch #VeevaEDC  https://t.co/pBCDmxOlOF
1351210503222267905	 Join @clinlogix as they discuss how cloud technologies are helping #pharmacovigilance teams collaborate and maintain visibility and traceability in outsourced trials: https://t.co/RDdsc2awPC
1350246962298236928	 Veeva among @flexjobs top companies hiring for #remotejobs in 2021! We're always looking for passionate, driven, dedicated people.  https://t.co/PLY8zCbi6d #NowHiring #Sales #Engineering
1350188517478043648	 Becoming a #publicbenefitcorporation aligns with our core values of do the right thing, customer success, and employee success.  https://t.co/7vODXGEZHR   #StakeholderCapitalism #NowHiring  https://t.co/lOHzB5tr09
1350147744778887168	 Learn best practices to achieve a unified ecosystem for management and execution of clinical trials from @AstraZeneca next week:  https://t.co/CjM3dJ2Zqi
1350100940842545153	 CEO Peter Gassner discuss how Veeva is helping the industry improve efficiency and speed in the time of #COVID19 and why doing good for customers and employees is good for business on @CNBC with @MorganLBrennan.  https://t.co/ZmPoLabDQh #PublicBenefitCorporation  https://t.co/pMSaNDa7bI
1349866143385849858	 Evaluating a #PV solution? Here are 9 key considerations #pharmacovigilance teams examine when evaluating new safety solutions.  https://t.co/sAz89f2fZX  https://t.co/vDM6ZTW6Ny
1349809268950761475	 Veeva CEO: “We’ve always operated in the best interests of our customers, employees, communities, and shareholders.” Learn more about our conversion to a #publicbenefitcorporation.  https://t.co/7vODXGEZHR #CustomerSuccess #NowHiring  https://t.co/krPwBgMa4u
1349771995257442306	 CEO Peter Gassner shares w/ @MorganLBrennan how Veeva becoming more essential to #lifesciences as it races to help patients during COVID-19 &amp; why converting to #PublicBenefitCorporation aligns its purpose w/ customers, employees, society for decades.  https://t.co/ZmPoLabDQh @CNBC  https://t.co/QywTsIg5lH
1349766991217913859	 Shionogi selected, implemented, and adopted their commercial data management solution to allow for continued success and #digitaltransformation. Read how:  https://t.co/4ECjiTjZQW   #VeevaNitro #pharma
1349763254978011138	 What four critical factors drive a successful drug launch? Gain best practices for your digital-first launch strategy from our #pharma experts at our Jan 21 webinar  https://t.co/1fYKsYmPfJ #biotechnology #lifesciences  https://t.co/qSGvAX4y6i
1349721687902846978	 We believe that doing the right thing for customers and employees is ultimately good for business. Read the full story on Veeva’s conversion to a #publicbenefitcorporation.  https://t.co/7vODXGEZHR #CustomerSuccess #NowHiring
1349663802472718337	 As digital channels are accelerating, discover how Roche, Merck KGaA, and LEO Pharma are using combined MLR and DAM to deliver more personalized and impactful content, faster than ever. Read the blog now.  https://t.co/Wp0ofvekvI
1349499725553299459	 Veeva becoming a #PublicBenefitCorporation sets up company structure to establish long-term leadership for decades to come and achieve its vision of building the industry cloud for #lifesciences.  https://t.co/7vODXGEZHR  https://t.co/xeftpqPpEr
1349465707331911680	 Veeva is proud to be the first publicly traded company and largest ever to convert to a #publicbenefitcorporation. Aligning our purpose and charter will give customers confidence to partner with Veeva long-term and help us attract world-class talent.  https://t.co/7vODXGEZHR  https://t.co/rvlpq4jMbz
1349381699172499456	 Learn how you can move from a fragmented to a unified #pv solution to improve oversight and reduce risk of adverse events.   https://t.co/Kv9U5k4myY  https://t.co/TZpv2cmxMT
1349059328532238341	 Learn best practices and learnings from @AstraZeneca's journey through the transformation of their clinical operations. Register here:  https://t.co/zd3a9gH5tR
1349038477464248324	 How does #pharma optimize their investment in #biotechnology, data, and content to ensure new drug launch success? Join us on Jan 21 to get the answers. #lifesciences  https://t.co/1fYKsYmPfJ  https://t.co/baUvPCqO9e
1348726885728083971	 #Sponsors and #CROs are taking action to unify their clinical systems and processes to increase efficiency, quality, and speed in #clinicaltrials. Read the report to see the industry’s top drivers and challenges.  https://t.co/QLCB9dYaUI  https://t.co/1tRgMaJGGH
1348654151702614016	 What does the future hold for #lifesciences this year? Here are Veeva's 2021 predictions from our panel of industry experts.  https://t.co/frugy3h7SF
1347664417199185926	 What four critical factors drive a successful drug launch? Gain best practices for your digital-first launch strategy from our #pharma experts at our Jan 21 webinar  https://t.co/1fYKsYmPfJ #biotechnology #lifesciences  https://t.co/QMpQJZMAyW
1347310297711849474	 What does the future hold for #lifesciences this year? Here are Veeva's 2021 predictions from our panel of industry experts.  https://t.co/frugy3h7SF
1347246884444917765	 #Covid19 has accelerated industry efforts to adopt new and more effective business models to mitigate delays and challenges. Read more in the Veeva 2020 Unified Clinical Operations Survey Report:  https://t.co/QLCB9dYaUI  https://t.co/Vt0jBASltK
1347191316636176384	 What can pharmaceutical marketers do now to effectively engage their audiences, and what should they be thinking of next? Find out in this new whitepaper released by @IntouchG and @DHC.  https://t.co/EmxsWi96Hp
